id,n_esperado_personas,lugar
13000,6897,3 Corscot Lane
13001,11682,41 Sullivan Place
13005,4613,02 Elmside Street
13007,21365,1712 Granby Avenue
13008,24932,528 Bunker Hill Crossing
13010,13592,5 Eastwood Junction
13013,2366,64 Messerschmidt Court
13017,11349,7 Village Green Parkway
13020,3976,0409 Mitchell Court
13021,13961,5 Fieldstone Court
13026,2496,4040 East Drive
13030,12041,5 Maple Wood Center
13036,24547,36 Goodland Crossing
13037,18379,10 Starling Alley
13038,10642,36 New Castle Park
13039,3295,5 Washington Point
13040,23533,2372 Burrows Place
13043,3548,3 Porter Avenue
13044,527,24 Cascade Hill
13045,9107,6 Pankratz Parkway
13047,23022,29114 Vera Court
13050,23487,100 Evergreen Pass
13051,22069,2 Rowland Drive
13052,17785,2905 Graedel Road
13053,9481,2 Hudson Court
13058,16627,306 Fuller Street
13065,11449,51734 Blaine Hill
13067,9189,83384 Carberry Center
13070,4102,372 Sutherland Hill
13072,15069,963 Michigan Way
13073,17949,2138 Kingsford Junction
13079,4172,3 Forest Avenue
13080,6296,3856 Loftsgordon Hill
13082,17682,8 Rigney Parkway
13085,21684,4 Manufacturers Crossing
13086,14674,41 Sullivan Place
13088,12168,1027 Straubel Way
13089,3590,72 Kedzie Avenue
13090,1232,586 Sunbrook Point
13091,31,0550 Maple Wood Hill
13093,4810,9907 Norway Maple Road
13096,20270,44 Maple Court
13102,20087,44 Maple Court
13103,15451,307 Sugar Junction
13104,20838,0545 Grayhawk Street
13106,19578,29916 Mccormick Parkway
13107,21430,36 Commercial Lane
13109,10640,1 Brown Place
13111,24386,58233 Hoffman Pass
13112,4449,81884 Esker Drive
13113,24969,317 Porter Road
13116,2622,13 Shasta Terrace
13117,821,8848 Reinke Pass
13120,16473,52332 John Wall Place
13122,16086,299 Riverside Trail
13126,2665,5839 Fulton Avenue
13128,2859,9157 Union Center
13130,23469,586 Sunbrook Point
13132,12530,7 Ramsey Road
13137,19603,96 West Trail
13138,9362,2678 Quincy Junction
13139,12810,19200 Donald Terrace
13141,8749,100 Evergreen Pass
13143,6912,2333 Tomscot Parkway
13144,7812,477 Crest Line Center
13145,16672,0 Maple Wood Drive
13147,19830,1 Heffernan Center
13148,16061,9477 Commercial Way
13149,2612,77738 Everett Parkway
13151,18298,395 Troy Trail
13153,5253,7982 Mallory Point
13154,21213,72 Delladonna Hill
13156,14452,15 Cody Court
13159,2094,528 Bunker Hill Crossing
13160,21499,83384 Carberry Center
13162,528,08 Kedzie Way
13164,19980,5 West Terrace
13166,3642,83384 Carberry Center
13167,8859,20265 Ridgeview Plaza
13168,2331,04618 Northridge Hill
13169,6245,25433 Schiller Trail
13171,7784,99 Lyons Road
13172,19463,317 Porter Road
13173,6704,486 Bellgrove Hill
13174,21534,44 Grim Plaza
13175,24246,4573 Russell Lane
13176,10164,4098 Southridge Plaza
13178,20725,67 Transport Center
13179,22142,7 Golden Leaf Terrace
13181,22648,18251 Bayside Junction
13182,8405,0394 Pawling Park
13183,17322,43 Morrow Plaza
13184,24767,520 Hanson Plaza
13185,23377,5074 Hazelcrest Avenue
13187,19849,28091 Vernon Junction
13195,4664,06 Monument Lane
13196,12300,956 Rusk Terrace
13198,23999,4 Oakridge Crossing
13200,20583,3635 Maple Wood Avenue
13202,21793,0 Prairie Rose Place
13212,23824,689 Dexter Circle
13213,14530,3782 Corry Street
13214,8805,0 Emmet Point
13215,7158,86971 Mendota Avenue
13216,1156,26 Portage Hill
13217,4478,15442 Florence Place
13220,11533,3980 Porter Avenue
13223,15045,865 Hansons Alley
13224,4659,753 Springs Avenue
13225,14836,03 Spenser Avenue
13226,10905,4 Jana Park
13228,2069,6016 Spaight Park
13229,11968,8 Shoshone Road
13230,13996,4 Commercial Court
13231,21880,30207 Fulton Parkway
13232,21956,0550 Maple Wood Hill
13233,9473,63819 Kennedy Circle
13234,5250,59 Dahle Avenue
13235,24073,468 Evergreen Lane
13237,9476,30152 Quincy Place
13238,4704,0745 Straubel Circle
13244,11203,4740 Sutherland Parkway
13246,21676,2 Lien Street
13247,13762,9445 Hovde Terrace
13248,3520,48 Sutherland Crossing
13249,17230,706 Loomis Circle
13251,824,29114 Vera Court
13252,20303,7 Menomonie Avenue
13253,24056,8786 Pearson Hill
13254,17234,8936 Holmberg Hill
13258,6584,1015 Bluejay Street
13262,6722,1 Hermina Crossing
13263,21269,450 Warner Road
13264,21292,69643 Menomonie Park
13267,2726,989 Mcguire Drive
13270,3884,9 Green Pass
13272,17773,9827 Corry Point
13273,6949,57 Sauthoff Avenue
13274,18020,42 Debs Lane
13276,24576,16 Waubesa Street
13277,20273,0964 Bartillon Parkway
13279,12338,381 Meadow Ridge Street
13280,23153,481 Susan Court
13281,23705,97 Sunbrook Center
13286,21306,4 Melby Crossing
13288,4219,41 Luster Drive
13289,18161,15442 Florence Place
13290,23145,8 Northport Crossing
13292,20515,2 Randy Plaza
13298,9954,94 Jenifer Park
13300,16672,9 Maple Wood Court
13301,3049,30152 Quincy Place
13303,15049,394 Cambridge Center
13304,630,48959 Lerdahl Crossing
13305,17806,4 Commercial Court
13306,19756,5 Annamark Crossing
13307,15799,9 Anzinger Street
13308,2432,92663 International Alley
13309,14999,176 Debs Street
13312,18473,9124 Moulton Hill
13313,5427,89 Chinook Street
13316,12531,5 Sauthoff Road
13317,19494,8 Gulseth Alley
13322,22732,94 Novick Crossing
13324,19255,63927 Del Mar Avenue
13325,24755,851 Springview Park
13328,4868,6 Grover Terrace
13329,21917,1441 Fuller Park
13332,11576,23481 School Junction
13334,18832,578 Manitowish Place
13340,14413,1 Delaware Plaza
13342,2722,6850 Comanche Center
13343,22513,24 Cascade Hill
13345,3388,424 Goodland Alley
13346,10616,88881 Blaine Way
13351,15193,7817 Erie Junction
13354,9058,09939 Everett Court
13359,10715,4069 Pepper Wood Street
13363,17653,1 Forster Street
13364,13255,9456 Northwestern Terrace
13365,4636,59938 Caliangt Point
13366,1070,966 Warrior Alley
13373,10059,55 Menomonie Center
13376,20719,58263 John Wall Center
13377,21244,9 Katie Road
13380,6073,70 Pleasure Avenue
13382,9922,828 Aberg Crossing
13383,5775,249 Barnett Road
13384,14562,6 Shopko Circle
13386,742,562 Bluejay Park
13387,18377,0 Prentice Lane
13392,16301,22 Continental Center
13395,13180,97 Sunbrook Center
13397,4745,72066 Prairie Rose Junction
13399,7682,3 Fairfield Terrace
13400,14555,98 Fieldstone Crossing
13403,9113,19 Mallory Crossing
13404,1242,2 Westend Avenue
13405,18856,7881 Sycamore Place
13407,18693,48959 Lerdahl Crossing
13408,12796,3 Mallard Alley
13410,5262,29 Northfield Street
13411,7589,957 Corben Terrace
13412,7022,039 Menomonie Plaza
13416,7899,7 Golden Leaf Terrace
13418,21257,6213 Portage Road
13421,16853,73103 Marquette Place
13424,15407,204 Westport Lane
13426,20991,31 Anniversary Pass
13433,13546,6462 Washington Circle
13434,9162,199 Bellgrove Place
13440,16450,59938 Caliangt Point
13441,1026,100 Evergreen Pass
13442,16676,29916 Mccormick Parkway
13443,3308,9 Mifflin Alley
13445,11169,6 Shopko Circle
13446,22444,781 Heffernan Place
13447,2887,2035 Sommers Avenue
13448,12182,2 Trailsway Point
13452,3820,81670 Kipling Alley
13453,9572,50 Susan Drive
13458,1968,1295 Kings Terrace
13461,1853,8804 Montana Way
13463,16272,394 Cambridge Center
13464,2386,331 David Alley
13465,10940,0 Derek Lane
13466,15762,1 Eagle Crest Avenue
13471,12178,6554 Mosinee Drive
13474,16465,2 Mitchell Point
13478,1160,50427 Lotheville Pass
13479,13284,65274 Little Fleur Street
13480,9175,99249 Sycamore Terrace
13484,23068,792 Hagan Lane
13485,10549,562 Northland Terrace
13487,15866,47291 Portage Center
13490,15979,24 Sachtjen Alley
13495,23277,99947 Banding Place
13497,5598,2 Hudson Court
13498,1237,6 Jay Junction
13501,7381,65 Reinke Lane
13504,9419,610 Anderson Parkway
13506,5350,828 Aberg Crossing
13508,17666,050 Crest Line Hill
13509,23669,54 Mayfield Court
13510,11096,3980 Porter Avenue
13511,4475,3243 Brentwood Center
13512,19313,706 Loomis Circle
13513,7031,7 Sycamore Junction
13514,10563,0745 Straubel Circle
13515,22755,485 Holy Cross Avenue
13518,9404,0 Luster Lane
13521,3169,528 Bunker Hill Crossing
13524,16932,36 Northwestern Crossing
13525,14018,1940 Vahlen Center
13526,24954,77661 International Center
13528,18834,72952 Porter Point
13529,2264,2035 Sommers Avenue
13530,3146,6378 Orin Court
13532,7161,4 Everett Avenue
13538,13919,0 Prairie Rose Place
13541,18786,3688 6th Terrace
13542,756,5 Maple Wood Center
13543,9091,4 Crescent Oaks Court
13544,4025,29114 Vera Court
13546,8,0214 Northridge Terrace
13549,14098,8217 Buhler Terrace
13553,6885,81671 Grim Alley
13554,5646,68 Clarendon Avenue
13556,3669,3 Corscot Lane
13559,16490,9069 Maywood Pass
13563,24872,13 Prairieview Circle
13565,14941,9 Forest Run Terrace
13571,7290,68 Clarendon Avenue
13573,13052,3782 Corry Street
13574,9998,3782 Corry Street
13575,827,24 Sachtjen Alley
13576,228,055 Roxbury Terrace
13579,9326,42 Debs Lane
13580,608,1998 Hayes Point
13581,5598,4098 Southridge Plaza
13582,1890,9827 Corry Point
13584,5625,50 Truax Crossing
13585,6790,8 Toban Drive
13589,5268,81670 Kipling Alley
13592,7656,25 Waubesa Place
13593,12555,893 Lawn Place
13594,18491,9124 Moulton Hill
13596,10950,485 Lighthouse Bay Road
13598,24992,031 East Parkway
13599,2866,9069 Maywood Pass
13600,6944,07406 Bunting Terrace
13602,22623,07406 Bunting Terrace
13603,5526,37641 Park Meadow Street
13607,5356,58 Darwin Street
13608,14547,31505 Del Mar Trail
13609,362,680 2nd Point
13611,7106,1027 Straubel Way
13613,24693,06 Nevada Hill
13615,8287,95 Portage Alley
13616,3600,578 Manitowish Place
13618,19630,372 Sutherland Hill
13619,19864,0 Coleman Terrace
13620,7399,58 Doe Crossing Parkway
13623,4390,72066 Prairie Rose Junction
13624,18963,83384 Carberry Center
13625,14213,21 Forest Dale Lane
13626,13178,1 Delaware Plaza
13630,3433,08 Anniversary Pass
13631,24682,9166 Corscot Parkway
13632,2721,93867 Corscot Plaza
13633,24951,77 Claremont Terrace
13634,1398,89 Dennis Junction
13636,11270,177 Weeping Birch Pass
13644,18117,30373 Prairie Rose Way
13645,22953,6234 Loftsgordon Pass
13646,14921,57710 Utah Crossing
13647,23282,233 Southridge Trail
13649,19429,2 Vahlen Place
13650,14863,8797 Del Mar Pass
13651,17989,900 Dixon Street
13652,21402,41725 Anniversary Pass
13657,19542,08 Morningstar Drive
13658,2817,7137 Daystar Road
13660,9423,893 Lawn Place
13661,1452,10 New Castle Park
13664,23170,78933 Fuller Terrace
13665,3792,2927 Harper Parkway
13667,1259,8 Shoshone Road
13668,12312,31 Duke Court
13670,10969,79457 Aberg Court
13676,11952,7468 Bultman Park
13678,2584,54644 Trailsway Street
13681,19098,8 Orin Alley
13682,19471,19 Mallory Crossing
13683,22337,83384 Carberry Center
13688,14331,38 Montana Hill
13689,2598,9 Mifflin Alley
13690,18491,8810 Summer Ridge Junction
13691,5376,3 Colorado Point
13692,14112,59938 Caliangt Point
13695,28,9 Maple Wood Court
13697,10613,3 Forest Avenue
13698,1378,14 5th Drive
13700,11786,9789 Evergreen Park
13704,6535,40298 Maywood Trail
13705,17122,621 School Center
13708,18081,18251 Bayside Junction
13710,3392,69 Homewood Street
13712,2847,4 Bowman Way
13713,13139,69 Killdeer Way
13717,15542,8936 Holmberg Hill
13718,10100,05 Autumn Leaf Crossing
13719,13040,72 Kedzie Avenue
13720,5450,995 Magdeline Terrace
13721,9572,4516 David Road
13722,24674,1730 Erie Plaza
13723,9497,10 Starling Alley
13724,22383,4516 David Road
13725,6332,53 Veith Trail
13726,16876,0437 Farmco Parkway
13727,13170,3 Ludington Way
13730,17551,86971 Mendota Avenue
13731,1986,15242 Fisk Plaza
13732,7372,54169 Holmberg Circle
13733,8540,02 Algoma Trail
13735,15839,8 Northport Crossing
13737,19061,909 Springview Street
13738,18652,463 Garrison Terrace
13740,17752,29114 Vera Court
13742,24834,3078 Huxley Plaza
13743,11424,05346 Atwood Road
13744,15320,6462 Washington Circle
13745,6189,65274 Little Fleur Street
13746,7021,62678 Nevada Circle
13748,12973,2 Mitchell Point
13751,1985,2938 Algoma Pass
13752,23269,0 Butterfield Trail
13753,13081,0 Gerald Center
13754,8547,24328 Everett Center
13755,5330,134 Green Ridge Lane
13757,8662,1295 Kings Terrace
13760,1228,92876 Mccormick Alley
13763,23057,5748 Pankratz Place
13765,21141,562 Bluejay Park
13766,24287,1712 Granby Avenue
13767,4519,87 Spohn Court
13768,18735,55 Declaration Alley
13772,20335,450 Warner Road
13774,17162,586 Sunbrook Point
13775,20771,7 Mcguire Terrace
13777,19733,6568 Carpenter Park
13780,10980,7 West Point
13781,9536,8314 Reindahl Point
13782,15834,65 Algoma Hill
13783,895,613 Evergreen Road
13784,2586,4 Oxford Plaza
13786,7430,9 Katie Road
13788,16477,851 Springview Park
13789,17930,7982 Mallory Point
13790,5711,1 Heffernan Center
13792,23183,3 Fairfield Terrace
13793,15964,2 Lien Street
13795,7341,5741 Bonner Alley
13796,14547,8804 Montana Way
13797,16286,77 Hauk Alley
13799,96,2 Ronald Regan Plaza
13801,17403,6 Browning Court
13803,7711,857 Old Gate Point
13804,13404,445 Moose Road
13810,24995,0214 Northridge Terrace
13811,14193,4516 David Road
13812,8052,67500 8th Alley
13813,12725,1194 Portage Avenue
13814,3144,43 Hauk Center
13818,10332,4620 Meadow Ridge Road
13821,24065,477 Crest Line Center
13826,11286,9 Jenna Drive
13830,13788,306 Fuller Street
13831,7242,95 Portage Alley
13832,5804,3635 Maple Wood Avenue
13837,2893,30 Elka Park
13838,17306,5310 Summer Ridge Alley
13841,4341,9124 Moulton Hill
13842,16792,538 Eastwood Terrace
13843,13358,95 Portage Alley
13847,8026,8 Orin Alley
13850,2041,96 West Trail
13851,7933,5741 Bonner Alley
13853,3280,75270 Moulton Plaza
13857,22426,6 Evergreen Terrace
13858,21535,5852 Delladonna Way
13860,12728,22124 Red Cloud Point
13861,24720,3838 Leroy Center
13866,240,4 Manufacturers Crossing
13868,8834,7929 American Crossing
13869,13759,8557 Derek Place
13873,12862,784 Corscot Point
13874,7425,40185 Reindahl Center
13875,13866,9 Doe Crossing Way
13876,2825,4 Vera Road
13877,20277,7417 Green Place
13879,16379,07406 Bunting Terrace
13881,3982,30357 Magdeline Junction
13882,7938,9 Waxwing Parkway
13886,13413,0 Nancy Parkway
13888,5745,23579 Mallory Point
13889,17057,268 Badeau Road
13891,21342,2 Loomis Place
13894,10070,16232 Debs Avenue
13895,20949,8230 Luster Point
13897,6641,88881 Blaine Way
13898,2656,38473 Moland Alley
13900,14310,02156 Kensington Terrace
13901,2420,0 Blaine Park
13904,5916,141 Vidon Parkway
13907,7272,2 Tony Plaza
13909,20160,2938 Algoma Pass
13912,19368,14 Boyd Place
13915,18572,477 Crest Line Center
13916,1123,9 Maple Wood Court
13917,19736,430 Crest Line Crossing
13921,9841,960 Boyd Place
13926,749,1 Brown Place
13928,8068,4 Thompson Parkway
13929,13454,370 Memorial Way
13930,4035,54 Mayfield Court
13934,16241,18669 Bonner Avenue
13935,2003,7 Mitchell Court
13937,10377,25235 Boyd Way
13942,9158,43567 Arrowood Drive
13943,11365,307 Sugar Junction
13946,6760,1027 Straubel Way
13949,20839,93 Hoepker Drive
13952,19240,03 Spenser Avenue
13955,13521,1998 Hayes Point
13956,20599,4378 Dapin Terrace
13957,18059,8 Montana Junction
13958,21920,15442 Florence Place
13959,10159,31 Duke Court
13960,4678,1295 Kings Terrace
13962,7686,76421 Red Cloud Drive
13964,1562,989 Mcguire Drive
13966,23576,8 Orin Alley
13967,20954,47441 Center Terrace
13970,6254,050 Crest Line Hill
13973,14002,8230 Luster Point
13975,15804,6 Lakeland Park
13976,19362,0 Muir Park
13979,16994,373 Summerview Avenue
13980,10904,60 Kedzie Crossing
13981,21885,88 Northwestern Terrace
13983,3921,806 Coleman Way
13984,22995,7823 Charing Cross Center
13986,8296,3782 Corry Street
13987,20011,9051 Rockefeller Way
13989,17704,305 Golf Course Road
13991,5736,803 Helena Way
13996,15480,2 Pine View Court
13997,17896,19200 Donald Terrace
14001,17869,53 Kensington Alley
14002,14132,1712 Granby Avenue
14003,21284,56 Daystar Way
14006,8632,11148 Daystar Pass
14011,14449,48 Steensland Plaza
14012,3605,424 Goodland Alley
14013,5979,4573 Russell Lane
14014,5255,8 Pearson Hill
14015,18008,0718 West Plaza
14017,771,161 Parkside Circle
14019,11306,8697 Browning Court
14022,2070,9806 Hoffman Street
14023,1533,9 Eggendart Street
14024,4676,5 Eastwood Junction
14026,16046,5539 Jenna Lane
14028,21317,66 Sherman Hill
14030,9368,278 Nevada Trail
14031,20349,60 Cascade Circle
14037,14028,02 Golf Course Park
14039,15036,2362 Logan Court
14041,24054,99904 Coolidge Trail
14044,2511,44 Grim Plaza
14045,4980,196 Londonderry Park
14047,76,65 Reinke Lane
14048,16594,0 Luster Lane
14049,5858,7247 School Hill
14050,8108,1869 Maple Wood Junction
14055,3609,0 Blackbird Way
14056,554,034 Everett Hill
14057,8053,04048 Hayes Park
14059,17960,29 Carioca Terrace
14061,6932,8 Schmedeman Hill
14062,14299,6462 Washington Circle
14064,23509,870 Gina Hill
14066,5735,050 Crest Line Hill
14067,24537,0962 Nobel Hill
14068,14502,6840 Lotheville Avenue
14072,23118,2560 International Crossing
14073,9208,6 Iowa Trail
14076,16319,24 Cascade Hill
14078,4644,0 Lindbergh Pass
14080,12588,4 Oxford Plaza
14083,18913,94223 Village Green Trail
14084,23610,0 Nancy Parkway
14085,15089,3 Colorado Point
14086,20343,374 Drewry Place
14087,18361,268 Badeau Road
14090,2398,89 Chinook Street
14092,23405,43921 Kedzie Place
14095,7703,98 Fieldstone Crossing
14100,1005,2 Pine View Court
14102,10990,11148 Daystar Pass
14103,2981,8 Tony Pass
14105,7600,0214 Northridge Terrace
14106,13493,6462 Washington Circle
14107,8182,6840 Lotheville Avenue
14108,23244,305 Golf Course Road
14112,18317,424 Goodland Alley
14113,2565,22 Continental Center
14115,19283,8030 Nelson Trail
14117,12427,0214 Northridge Terrace
14119,2869,8786 Pearson Hill
14120,20552,2905 Graedel Road
14123,21707,53 Veith Trail
14124,13542,93 Calypso Center
14125,22672,9 Granby Junction
14127,3479,68 Clarendon Avenue
14128,2084,6 Farragut Center
14129,14712,26136 Annamark Circle
14131,12535,16079 Sunfield Alley
14132,16163,6 American Ash Terrace
14134,11499,36 Commercial Lane
14135,20569,66609 Basil Way
14137,4235,4 Crescent Oaks Court
14140,21578,22594 Esker Trail
14141,11580,10930 Monument Crossing
14142,10381,28 Claremont Way
14146,7282,65 Forest Dale Crossing
14147,12122,41 Eagle Crest Crossing
14149,23671,935 Lawn Drive
14151,2675,806 Coleman Way
14152,8267,3 Forest Avenue
14153,8323,21 Nobel Way
14155,24211,9508 Golden Leaf Park
14156,325,825 Manitowish Circle
14157,7497,53 Kensington Alley
14158,20406,283 Eagle Crest Avenue
14161,5387,993 Thierer Place
14164,17838,2 Badeau Court
14165,8894,85364 Lyons Court
14166,17557,7 Mcguire Terrace
14167,17925,86971 Mendota Avenue
14168,3994,63927 Del Mar Avenue
14172,3771,6840 Lotheville Avenue
14173,18848,2 Vahlen Place
14176,24687,9524 Hoard Crossing
14177,8480,0 Surrey Terrace
14178,20212,1 Hermina Crossing
14179,6288,6619 Parkside Alley
14182,11017,0 Nancy Parkway
14183,9249,57 Sauthoff Avenue
14186,306,3 Badeau Road
14187,6384,68 Clarendon Avenue
14188,15951,721 Sheridan Trail
14189,20490,9 Rigney Drive
14191,8639,30357 Magdeline Junction
14192,1878,7407 Starling Way
14193,4581,424 Goodland Alley
14194,11867,3 Mifflin Trail
14196,9317,1 Erie Junction
14197,12125,0 Blaine Park
14198,17011,72 Kedzie Avenue
14199,9588,562 Bluejay Park
14201,10483,825 Manitowish Circle
14202,8264,373 Summerview Avenue
14203,24225,906 Melvin Street
14205,17340,89 Chinook Street
14206,7560,71 Meadow Valley Center
14207,23614,53 Oxford Way
14212,17774,47291 Portage Center
14216,8948,9585 Hudson Parkway
14217,1538,4 Melby Crossing
14219,8195,4 Commercial Court
14222,23337,2 Loomis Place
14223,5132,395 Troy Trail
14226,12328,9 Green Pass
14228,12551,5852 Delladonna Way
14229,10679,613 Evergreen Road
14230,1974,8719 Vahlen Road
14232,18528,29114 Vera Court
14239,4374,652 Hollow Ridge Way
14240,12962,9550 Portage Crossing
14241,17333,0 Melvin Junction
14242,16082,837 Dapin Pass
14243,17906,4573 Russell Lane
14246,20451,920 Everett Pass
14248,8879,78749 Northwestern Center
14252,2681,2422 Clove Street
14253,3005,63927 Del Mar Avenue
14254,13334,4 Moland Center
14255,1547,7362 Tennessee Crossing
14257,24371,9588 Tomscot Terrace
14260,23667,520 Hanson Plaza
14261,1598,161 Parkside Circle
14263,17339,45 Merry Court
14264,1471,55 Comanche Lane
14265,6215,71 Meadow Valley Center
14268,19288,1289 Waxwing Road
14274,2865,152 Prairieview Pass
14275,2364,092 Ilene Point
14277,10878,2 Ronald Regan Plaza
14279,19998,88 Anthes Avenue
14280,5384,71 Meadow Valley Center
14281,3823,141 Vidon Parkway
14282,10252,8804 Montana Way
14283,14606,2 Mitchell Point
14284,2148,53 Kensington Alley
14286,6444,5 Cherokee Pass
14289,6880,970 Marquette Court
14290,10313,24 Sachtjen Alley
14291,5406,04618 Northridge Hill
14292,17912,481 Susan Court
14294,21309,19 Mariners Cove Center
14296,9748,77 Hauk Alley
14298,4676,5548 Montana Circle
14299,16235,470 Maywood Avenue
14300,20028,61278 Banding Alley
14304,2575,2372 Burrows Place
14306,22854,418 Columbus Plaza
14311,8621,2938 Forest Road
14312,20628,47 Nova Parkway
14313,9392,14 5th Drive
14314,55,55 American Lane
14318,749,3 Mallard Alley
14319,3166,1954 Moulton Terrace
14322,7427,0 Green Ridge Point
14323,4230,43 Sommers Drive
14324,14209,61262 Stuart Center
14325,9544,58620 Lillian Hill
14327,8369,3635 Maple Wood Avenue
14332,9543,59 Gina Plaza
14333,23518,19 Mallory Crossing
14335,5460,2 Pine View Court
14337,13272,90 Farragut Circle
14338,1625,8 Wayridge Avenue
14339,10015,77738 Everett Parkway
14341,17131,92663 International Alley
14342,21500,5741 Bonner Alley
14346,24162,1 Fulton Way
14350,6512,8810 Summer Ridge Junction
14352,1530,7 Myrtle Pass
14353,19933,4 Oakridge Crossing
14361,6017,744 Truax Plaza
14362,5163,468 Evergreen Lane
14368,22722,42 Debs Lane
14369,19507,803 Helena Way
14370,24628,6234 Loftsgordon Pass
14374,11601,0368 Dryden Drive
14375,15997,5 Carioca Parkway
14376,19569,8169 Red Cloud Place
14382,16647,3 Fairfield Terrace
14383,15802,7 Golden Leaf Terrace
14386,21720,20265 Ridgeview Plaza
14387,6305,1869 Maple Wood Junction
14390,7999,4227 Chinook Alley
14392,1437,73103 Marquette Place
14393,21715,3294 Crescent Oaks Avenue
14394,5771,63927 Del Mar Avenue
14396,22214,1940 Vahlen Center
14403,3363,84 Lakewood Street
14404,20506,59789 Northport Drive
14407,5788,81407 Shopko Court
14409,7639,9 Granby Junction
14412,12675,70 Pleasure Avenue
14414,6401,424 Goodland Alley
14415,22045,37641 Park Meadow Street
14417,2290,7 Roth Park
14419,19129,03068 Knutson Lane
14420,17108,6 Jenifer Road
14421,1738,45 Merry Court
14422,9889,23 Valley Edge Avenue
14423,329,29 Granby Plaza
14424,8654,4296 Village Terrace
14425,10698,24328 Everett Center
14426,19330,689 Dexter Circle
14427,1695,080 Stang Avenue
14430,17885,06 Nevada Hill
14433,17049,06 Stang Drive
14434,10489,031 East Parkway
14435,13637,6378 Orin Court
14436,24249,59789 Northport Drive
14437,14189,485 Holy Cross Avenue
14438,14458,638 Manley Court
14440,299,081 Northridge Lane
14441,15301,58 Doe Crossing Parkway
14442,17059,0 Maple Wood Drive
14443,13434,6213 Portage Road
14445,23186,4040 East Drive
14446,6027,586 Sunbrook Point
14447,1416,8 Northport Crossing
14448,11447,4395 School Point
14449,7089,41 Sullivan Place
14450,3606,94 Novick Crossing
14453,13846,659 Cordelia Court
14454,12800,960 Boyd Place
14455,20793,579 Debs Place
14458,13740,0 Gerald Center
14459,13581,36055 Hintze Park
14460,13963,58233 Hoffman Pass
14461,2479,60 Kedzie Crossing
14462,14791,1480 Manitowish Park
14463,8694,5 Towne Avenue
14465,22492,72 Kedzie Avenue
14467,13454,721 Sheridan Trail
14469,6376,61074 Memorial Alley
14470,3961,93646 Del Sol Circle
14471,14503,6378 Orin Court
14477,9803,94 Novick Crossing
14482,7565,176 Debs Street
14483,21172,4296 Village Terrace
14484,4467,278 Nevada Trail
14485,8635,29 Granby Plaza
14489,12479,538 Eastwood Terrace
14492,9032,080 Stang Avenue
14499,20407,29 Granby Plaza
14500,18074,40576 South Pass
14506,16853,3 Claremont Lane
14509,9202,865 Stephen Hill
14512,22682,96 Fremont Street
14516,17773,7 Longview Junction
14521,7113,806 Coleman Way
14523,11099,5239 Clyde Gallagher Plaza
14524,13732,98020 Havey Avenue
14525,3049,843 Killdeer Hill
14526,21485,909 Springview Street
14529,21235,621 School Center
14532,16593,0 Dorton Avenue
14533,22897,459 Evergreen Point
14534,17468,689 Dexter Circle
14535,13023,99947 Banding Place
14543,11191,7 Gulseth Place
14545,17645,920 Everett Pass
14547,19979,79457 Aberg Court
14548,4254,8 Tony Pass
14550,9985,141 Vidon Parkway
14551,14005,26 South Alley
14554,6811,47441 Center Terrace
14555,12535,4296 Village Terrace
14561,24171,0 Melvin Junction
14562,13270,8797 Del Mar Pass
14563,12211,23579 Mallory Point
14564,8899,3 Badeau Road
14565,15733,31 Ronald Regan Plaza
14566,4296,11148 Daystar Pass
14567,17531,013 Brickson Park Avenue
14570,21885,36 New Castle Park
14573,11823,0 Logan Plaza
14574,530,65 Reinke Lane
14577,2839,06 Nevada Hill
14581,134,8786 Pearson Hill
14582,10286,3 Colorado Point
14585,5950,2 Lien Street
14586,18062,1954 Moulton Terrace
14587,15630,833 Cody Avenue
14588,21734,37 Algoma Trail
14590,7222,1869 Maple Wood Junction
14593,19105,4510 Morningstar Plaza
14595,19345,01 Maywood Parkway
14596,18082,645 Kennedy Trail
14599,23537,31 Duke Court
14601,14163,043 Eliot Lane
14602,20282,22 Lawn Crossing
14604,14875,0 Muir Park
14605,16805,134 Green Ridge Lane
14610,16634,659 Cordelia Court
14614,9026,4 Everett Avenue
14615,6389,25235 Boyd Way
14617,15364,599 Mockingbird Way
14618,24529,11526 Huxley Court
14619,17801,0 Carpenter Plaza
14620,9907,6089 Burning Wood Plaza
14621,6964,43 Morrow Plaza
14624,13382,706 Loomis Circle
14625,23859,7137 Daystar Road
14628,8240,5 Sauthoff Road
14629,8711,906 Melvin Street
14631,4302,4069 Pepper Wood Street
14632,6810,9051 Rockefeller Way
14633,16374,77152 Meadow Ridge Pass
14634,7512,92663 International Alley
14637,12058,960 Boyd Place
14638,5340,5 Towne Avenue
14639,7435,0 Maple Wood Drive
14641,5768,3 Mifflin Trail
14644,23402,73103 Marquette Place
14645,14286,19 Troy Alley
14646,23132,4 Vahlen Street
14648,20351,47 Nova Parkway
14649,6363,9827 Corry Point
14650,16043,642 Utah Way
14652,22656,81367 Ridgeview Circle
14653,22858,268 Badeau Road
14654,24771,4 7th Place
14655,21316,843 Killdeer Hill
14658,16812,72952 Porter Point
14660,4498,6 Pankratz Parkway
14661,9103,75 Sutteridge Center
14663,2119,31 Duke Court
14667,4446,77834 Arapahoe Street
14669,8621,30 Elka Park
14671,14312,2 Union Lane
14672,1653,372 Sutherland Hill
