número,fecha_dictamen
55133-48521-FA,2010-08-13
91773-47106-NA,2013-06-12
99095-34410-HJ,1995-11-27
46249-53261-KD,2017-01-11
9507-69496-AL,2016-03-15
77395-81822-MM,2015-11-10
83645-75696-AM,1993-12-24
2707-43327-GM,1961-04-09
10780-6338-BJ,2010-10-15
35954-56726-BH,2016-06-07
33639-65851-BG,2018-04-15
19840-69255-EL,2017-04-01
95002-47555-EN,2018-08-15
92340-55733-HB,2011-03-29
72275-25926-BJ,2018-04-20
76692-28929-EL,2011-04-18
52445-1359-LB,2019-08-22
52789-78930-OA,2014-07-04
44222-10637-OK,2016-02-23
26016-6147-HL,1990-01-11
64646-28250-JB,1993-05-16
16892-19880-NH,2012-07-04
20614-89638-MH,2015-05-26
6133-43538-FH,2017-03-08
87632-84520-EL,2019-02-13
16535-919-AL,2016-01-13
41836-71270-HL,2008-10-24
16068-18195-NB,2005-05-18
53296-89974-DF,2019-08-08
48870-13809-OB,2009-12-19
63849-79783-DL,2013-08-08
2326-41761-EK,2018-03-16
80089-21926-HA,2018-08-03
40114-2833-JJ,1982-01-11
65624-73506-ML,2016-09-27
58858-50259-LO,2011-03-24
3078-75657-JE,2014-09-03
59965-68217-FI,2003-02-21
59164-5105-KE,2019-07-27
3340-82414-DF,2017-06-26
20666-54308-NL,2019-05-29
34609-36627-BB,2017-07-11
51971-55336-JL,2005-06-26
15126-14324-IJ,2001-04-17
70691-13336-GI,2014-10-22
88039-25791-AB,2007-08-11
68876-86822-KH,2012-11-13
33773-65389-FI,2012-09-27
93585-44123-JI,2016-07-06
11970-25304-FA,2014-04-02
38595-38814-BK,2013-02-20
948-20171-BE,2019-02-23
5217-93623-BD,2014-02-06
40356-37032-GA,2011-11-23
48091-47239-JO,2015-01-29
80826-90323-HE,2009-12-10
51917-84191-JK,2011-12-02
56275-53789-BO,2008-04-09
94534-64490-MJ,2018-12-17
34819-33487-HK,2017-10-08
32851-52358-EL,2018-12-31
38950-51055-GJ,2009-09-19
50505-92790-BJ,2018-12-27
22442-67082-DG,2004-10-10
63859-35588-LG,2018-12-26
87216-54808-GD,1988-11-14
94906-69262-LA,1986-04-05
67789-35925-DL,2018-05-27
42988-82423-BG,2014-10-06
34942-11516-DK,2018-11-10
37752-26473-HA,2011-06-14
30365-35771-AB,1983-08-22
12-42049-BJ,2011-01-25
50840-51540-NE,2018-05-07
85599-69323-MI,2016-06-23
83217-24755-EA,1993-07-24
73515-74515-OK,2016-12-12
18987-67192-KD,2006-11-28
44340-35323-HF,2007-01-15
99197-77934-HN,2019-01-14
50804-17774-OL,1995-07-12
20899-10705-MB,2005-02-06
68273-79600-AG,1997-06-13
19019-62065-GJ,2019-03-28
58275-16620-BG,2010-10-20
55080-82986-AD,2018-07-16
1638-53435-AN,2017-11-02
57079-14451-EE,2019-05-30
34714-54667-HF,1975-06-25
42115-72768-DE,2005-04-04
12995-84390-AG,1989-12-11
3972-46093-ME,2017-12-19
4122-21343-NO,1987-07-07
77243-56909-BG,2018-10-28
66642-9132-DI,1995-01-30
46024-21462-BA,2016-03-19
67570-50365-KH,2016-03-27
55685-74779-BK,1991-10-12
53722-74617-MD,1986-04-04
40020-32168-NB,2019-07-09
43349-68179-JB,2014-01-15
89963-93269-DO,2019-04-18
534-17822-HF,1998-08-02
60266-67764-DJ,2017-01-14
96066-21490-DH,2009-03-07
99230-44536-GJ,1996-09-10
46740-7596-IM,2015-01-30
27468-57918-DK,2018-06-23
80757-46201-AE,2002-02-25
85816-1293-OJ,1995-05-23
66874-82888-NK,2015-03-29
32929-49037-EB,1994-04-30
22602-33335-KG,2016-12-06
96555-55424-DK,1976-11-21
54106-35025-MB,2017-05-13
567-23560-OB,2018-09-13
69601-21404-OF,1994-02-13
10801-22657-JJ,2015-04-18
22335-9976-AG,2018-09-18
48996-34990-EN,2013-05-24
8977-59608-MD,2007-01-14
9756-56761-FB,2019-06-17
32369-31431-OF,2016-06-30
37159-30633-IL,2011-07-04
43542-37949-NF,2018-11-13
2739-96371-BM,2019-01-15
2496-1023-IF,2014-03-18
1298-33172-BL,2019-01-03
86391-44203-LB,2016-09-02
41375-69888-HA,2014-01-31
49571-53063-GO,2010-05-27
17788-23112-KJ,2002-11-24
66856-1234-EK,2007-03-01
79515-76202-IJ,2016-03-26
53517-13701-OD,2018-12-26
89891-92902-FJ,2016-07-31
10768-76370-IB,2018-12-13
72553-66473-EA,2016-12-29
30450-22119-EA,2019-03-12
56537-3966-JB,1991-04-05
40591-63175-EF,2011-09-08
8650-35989-AI,2013-09-05
89968-94536-AJ,2011-04-30
56042-25086-KJ,2014-11-24
91-65372-LE,2019-05-11
63399-62689-KJ,2008-09-14
23888-81920-BF,2008-02-29
6324-285-GH,2013-12-28
99182-29230-NE,2016-10-24
83647-82378-EE,2000-11-14
62124-93179-BM,2018-02-27
30778-30452-OM,2003-03-15
74277-83101-LB,2015-05-16
53986-98400-LD,1957-06-07
44555-25390-MF,2008-08-13
19908-12349-LF,2019-06-07
44176-64846-FM,2016-08-25
71807-22402-EI,2016-10-10
34137-35979-DA,2015-02-24
38551-13328-KE,2018-07-05
34900-32752-DH,2000-07-21
80913-66778-ON,2016-07-20
69477-67624-IO,2016-04-22
29965-79194-OG,1991-09-24
39258-23392-GH,2017-12-11
56081-9432-KE,2018-07-01
73785-72808-FJ,2016-08-14
1945-98376-DM,2008-05-23
32313-40762-KL,2019-06-06
19038-57732-FB,2013-04-10
43621-53107-NA,2002-03-08
52422-49254-BL,2005-08-17
19616-62200-DI,2013-08-30
67155-55301-EO,2013-01-30
25647-24346-NM,2013-08-24
30917-7113-BB,2016-04-28
82348-44750-NK,1999-02-28
56097-24577-GB,1993-04-03
80995-43943-IA,2019-08-20
50888-87296-BB,2006-09-30
80241-43382-BN,2003-01-11
77783-40522-DG,1986-04-23
61047-55914-ML,2019-04-30
4081-85951-BH,2016-09-21
64002-14092-GL,2007-08-02
54291-89341-EB,2019-05-23
55887-45508-EJ,2018-06-24
49331-35977-IB,2008-12-15
19569-2391-AD,1991-10-30
78257-24378-GD,2017-06-02
74044-61167-LJ,2017-07-12
89336-51103-BE,2015-09-16
14256-512-KD,2018-08-04
11569-34232-IL,2017-08-28
5473-10573-NK,2018-01-13
44337-97734-BH,1979-06-21
38858-84439-OE,2016-04-08
97175-82310-HF,2004-10-04
39519-42443-NL,2001-12-28
14507-50427-FB,2018-10-16
65043-36017-MN,2015-05-16
16664-28385-FF,2018-01-22
50246-33319-BG,1993-03-20
19569-42956-MD,2009-10-19
11957-61509-BB,2012-07-16
32185-30377-JL,2018-03-23
37583-9143-JB,1993-10-23
97899-14662-IK,2017-01-31
3292-62496-OI,2018-05-22
677-97262-GL,2017-02-10
60838-70810-JM,2018-09-24
93445-70277-BJ,2016-11-20
19709-93133-HB,2019-01-04
61178-25426-LB,2012-10-26
64513-71397-MI,2008-02-12
38399-17183-JI,2015-11-09
31565-41315-BE,2013-12-22
14841-79482-BL,2013-10-15
65670-23315-JJ,2018-09-02
11641-36233-BK,1993-11-17
85494-46241-AK,1999-02-28
49435-36723-HI,2019-07-03
46308-25228-HF,2017-12-10
8397-87713-GI,2019-04-20
24903-24196-KL,2019-05-15
96841-88758-JK,2019-08-13
89318-56839-AI,2018-11-23
83356-41094-NK,2019-06-11
51020-23467-MF,2006-12-21
43137-48013-DE,1995-05-31
49695-738-GN,2018-10-31
3812-72341-GB,2019-07-25
98881-91527-AA,2011-03-30
5550-18046-HJ,2019-06-15
40480-25900-DK,2017-07-01
74898-14912-DA,1991-10-08
75743-5384-BO,2012-05-15
69731-90845-EI,2001-05-07
30645-8141-AB,2018-12-07
74423-42162-LE,2002-03-05
5374-65689-JO,2001-06-15
45491-9223-BL,2018-12-12
58205-60727-LG,2002-10-11
3653-54304-FJ,2019-08-16
52539-61606-BM,1999-03-25
59430-82997-NB,1996-07-22
91899-84918-OJ,2005-10-14
50930-64336-JJ,2012-05-25
41038-68474-LO,2014-01-11
79279-76791-OM,1982-06-19
91538-20093-JF,1995-03-03
60965-63792-LO,2019-07-20
94833-32965-NB,2017-07-28
78783-93311-BO,2019-03-05
69761-37099-DF,2019-08-09
87019-17201-HJ,2019-06-07
60721-13338-IB,2018-01-20
4338-31567-GM,2011-08-30
5371-29127-LN,2014-06-18
87086-73803-DJ,2019-02-08
4291-63385-EO,1990-04-25
58881-49886-OI,2016-09-18
56523-35142-BN,2019-02-27
60723-68526-LH,2019-08-19
53757-49701-MB,2011-07-27
76237-96045-HM,2015-12-16
34931-56648-IO,1995-02-01
74320-75643-EG,2019-05-21
86785-75850-NB,2017-10-14
78396-96330-KH,2018-02-20
97328-96740-HM,2012-10-25
48459-75316-NL,2014-07-10
14545-84660-GA,2016-04-05
64990-32252-LD,2014-01-11
23603-11607-IE,2019-05-17
33566-32839-BB,2014-04-17
80174-16511-HA,1997-04-23
36167-38826-FL,2011-11-21
25032-71465-HH,2016-03-26
79983-77360-BM,2018-03-31
2960-73365-EM,2014-08-11
15271-71426-EA,2014-10-11
83209-98668-ON,1998-05-20
75705-93246-DD,2008-08-27
17522-53143-FM,2018-02-26
57859-65383-AM,2019-01-15
47723-34253-JN,2007-01-03
96036-6270-GM,2007-07-17
81445-9418-JK,2002-03-31
16291-52954-LF,1982-07-29
24704-1182-BG,2019-08-20
13015-91308-EN,2015-06-04
22331-25180-OH,2016-03-28
524-97502-IG,2017-02-21
8676-70588-BA,2008-03-07
73672-12221-IM,2008-05-09
92466-18428-LO,2018-11-27
57051-46192-NL,2019-07-18
26909-48624-KK,2002-07-27
66431-48618-AI,2018-08-14
6598-94016-AH,2017-02-09
6493-94679-BJ,1995-02-04
56039-69145-HO,2019-08-09
27158-62232-HJ,2007-05-20
37299-60157-ON,1989-12-12
17726-23830-IO,2019-07-29
90863-24022-BI,2019-06-29
84502-30604-JO,2004-03-09
20087-13380-MB,1994-08-01
47391-81833-IB,2010-12-11
8984-89843-BB,1999-02-05
42076-52960-HD,2011-11-19
88987-7753-GA,1993-06-24
9875-44271-DB,2014-07-08
15358-56301-NH,2006-11-18
16816-47436-LB,2006-05-19
66144-27797-FB,2015-02-09
63617-46608-AN,1980-02-03
82144-12675-IL,2018-07-09
89540-51286-BG,2012-07-19
26137-65515-DN,2004-06-19
34923-28420-EA,2019-07-30
45984-86965-FE,2019-08-24
68346-39610-KF,2013-09-01
46725-98983-NJ,2016-11-17
17206-95021-NA,2018-06-13
1218-19330-HJ,2005-04-18
90239-65862-LI,2017-05-17
40152-44451-JN,2007-02-08
74556-69984-AL,2015-04-24
87858-60539-OL,2016-10-04
78334-5312-KH,2015-01-26
753-14625-JK,2009-01-11
98425-57423-KO,1992-06-04
80239-68445-JB,2019-07-12
26426-35099-AA,2016-11-16
19050-30085-AO,2017-07-28
10388-12595-GA,2017-08-05
13457-87848-BO,2003-12-07
20289-54003-HB,2018-09-23
84916-28058-EF,2004-12-26
70899-32535-DN,2018-12-28
37967-87546-AF,2013-05-20
37586-69802-KF,1994-10-25
66794-55649-OG,2019-05-26
76257-49096-EA,2017-12-25
16094-65671-NG,2003-04-20
56738-10445-HI,2014-12-24
45488-1300-JA,2010-01-04
2906-40207-NK,2000-02-20
92548-91841-KB,2009-04-20
86090-36957-GJ,2015-07-31
93598-84026-KH,2012-06-03
41581-75108-BK,2013-04-25
86851-31146-II,2017-07-11
74278-83814-MJ,2015-11-11
7116-16737-FA,2003-07-07
99810-2107-MB,2017-10-28
49616-41743-OG,2019-08-04
93734-49722-BE,1991-11-22
98769-481-BB,2013-06-03
83059-20162-EN,2012-01-16
47034-68038-BJ,2012-09-26
19041-91040-MO,2012-04-15
4718-73289-EF,2012-09-11
72594-88922-LJ,2014-06-02
75388-74196-DI,2019-07-21
27036-21304-IO,1997-09-23
46447-76685-EO,2017-09-21
29681-1615-BN,2012-10-26
87573-36575-NA,2014-05-18
27186-58960-AM,2016-09-07
89412-70408-NI,2014-12-05
96535-96173-LM,2012-04-16
44955-7829-BB,2001-02-11
73314-24988-HN,2010-08-31
66076-74493-BG,2013-05-11
41502-50368-AN,2010-11-02
80568-89502-KH,2019-02-24
29429-75154-IN,2016-08-04
82955-87140-KL,2018-02-09
13438-58067-AD,2017-10-25
85966-74175-EA,2018-09-14
45802-12975-BA,2018-07-14
28925-39295-FE,2012-06-28
41433-39711-BN,2012-02-23
41609-24846-EL,2019-07-02
2261-35769-HE,2007-11-25
22216-92581-MJ,1999-09-13
40128-84598-LL,2004-04-01
7293-2068-AE,1989-06-03
84512-19068-MN,2012-09-25
84810-77637-BH,1985-03-04
94947-84157-LN,2007-12-20
98066-81114-BA,2008-03-16
12219-24949-KL,2019-03-29
19842-61806-KG,2018-12-26
61477-59809-IO,2010-08-26
43959-67287-OM,2019-03-12
14428-70647-BL,2011-05-06
31500-88311-DO,2005-08-07
6186-16056-EB,1997-06-01
68588-14846-KD,2019-03-25
72825-69235-BO,2007-11-15
13039-55615-ND,1998-01-19
40750-98864-AA,2019-08-02
35827-72151-BL,2012-12-24
71190-19601-NA,2016-04-27
32858-6487-IL,2013-08-03
57736-95110-EG,2018-08-23
39553-78438-KK,2014-11-11
10596-53456-GH,2016-11-30
88705-90626-JG,2018-04-01
94125-17161-EM,1999-05-22
81374-84545-EG,2009-05-21
68553-97304-IA,2019-02-25
94781-64710-OB,2019-04-26
90806-36899-BJ,2017-09-01
21309-43216-EF,2019-04-28
13049-1226-AI,2001-05-16
1856-52797-FF,2002-07-27
5443-68967-HL,2019-04-03
93587-14898-AF,2006-01-05
9245-87649-IF,1986-08-03
54782-24462-JJ,2018-01-21
20018-42967-BJ,2014-01-13
46635-47553-BF,2019-03-29
77664-11043-MD,2014-02-18
21291-45231-GJ,2005-08-15
38983-81245-BG,2018-12-03
65150-59708-IH,2019-08-15
78896-48359-FO,2017-12-01
12150-49631-EK,2018-04-10
15514-22395-HF,2016-11-17
23157-95641-FE,2019-06-20
57607-41568-LA,1969-08-27
10788-41948-KH,2007-12-14
76050-24029-LN,2013-02-23
59452-12329-EN,2003-05-10
42510-29389-MM,2017-05-05
79558-155-NM,2008-11-10
95166-85606-MI,2018-07-18
47957-36285-BJ,2015-01-18
97206-54156-NF,1993-07-20
93461-90555-LH,2010-06-06
58282-10655-FA,2007-09-18
89927-87989-JE,2009-10-01
20829-12535-NG,2012-06-05
96252-23880-NA,2011-01-08
95555-61732-AB,2018-12-20
42599-61576-BO,2008-01-31
33415-89499-OA,2019-08-07
62287-8722-LH,1994-04-30
47417-78763-AK,2005-11-10
90290-93624-JI,1995-02-25
23581-77365-FI,2009-11-09
94332-84615-AG,2018-09-18
75497-82322-GO,2012-05-04
32513-47524-NB,2003-12-06
52707-90351-NI,2011-07-24
66061-837-AG,2019-03-04
18307-11843-JB,2017-03-23
76354-90273-JH,2011-01-16
75954-69967-FL,2001-08-01
55033-92051-BA,2008-11-07
64351-85798-IA,2016-12-27
55670-41938-MB,1994-07-22
21979-43988-JF,2018-08-29
29238-52961-LE,2018-10-26
52270-60985-KI,2001-03-25
49265-47861-HD,2008-04-26
55388-95816-GO,2019-05-09
56715-70062-IB,1977-08-11
67328-64569-MD,2018-11-01
21072-50841-BF,1981-12-09
4300-55167-EM,2014-12-11
36164-34451-MF,2002-06-04
55995-70854-BL,2014-02-09
71524-27149-EK,2017-04-05
48178-29108-MI,1996-01-13
24303-53075-LN,2013-03-15
20992-46999-JH,2017-08-27
7848-40075-KG,2007-06-07
92187-58609-OF,2012-02-15
72009-75548-NE,1987-11-24
78750-5770-BH,2016-09-03
94993-46851-HN,2019-06-04
10679-92469-BJ,2011-01-18
96966-76361-JI,2017-12-20
47866-24610-FJ,2019-07-11
60843-87033-EF,2002-05-09
70560-94491-BH,2018-09-04
48148-71284-ED,2014-04-01
33091-10947-HI,2018-02-27
9810-25323-GE,2019-02-09
94691-29729-IA,2009-05-21
37606-28245-AA,2014-11-25
24513-38179-DI,2008-03-31
19548-25933-BK,2008-02-09
12220-72604-GK,2019-03-29
44146-31653-AN,2018-07-23
12427-87473-HI,2018-12-23
43768-41060-NN,1987-02-14
21667-24002-OM,2017-08-22
65583-80671-BA,2013-03-08
14182-6299-BK,1990-09-22
79248-92418-HJ,2004-11-16
11376-31897-JM,2018-09-28
49240-25762-MB,2016-08-05
11098-92685-MJ,2018-11-23
63006-76594-MB,2018-01-22
91502-99359-EG,1999-10-14
27532-40906-IG,1997-02-17
66349-19970-BA,2017-07-29
28681-71083-JN,2017-09-09
8017-74796-AH,2019-08-09
56346-77684-MH,2006-01-06
49904-40945-DM,2019-03-19
46750-80688-EN,2010-06-04
97226-9297-EF,2018-01-24
57049-78107-MI,2018-12-30
72315-84928-GM,2016-10-14
81801-39957-AL,2010-04-25
38789-13935-HO,2016-01-24
61686-29152-HM,2018-02-08
84625-36501-EO,2002-01-23
86735-12389-OD,2003-06-09
54424-73865-OK,2010-01-25
63153-69730-OB,2007-10-25
44861-82305-EB,2008-02-24
67060-2895-AG,2015-02-18
8422-44601-IE,2014-03-29
96183-77142-NL,2010-06-26
27557-18773-BD,1990-09-15
82311-86837-GM,2004-02-09
68729-96497-OB,2017-07-13
33239-77873-JL,2005-10-26
59583-38910-BH,2010-03-06
96208-40396-IM,2010-08-26
75900-81672-FN,2016-01-25
29494-65278-GM,2016-07-07
78522-70901-AJ,2017-11-09
27693-37043-DA,2002-11-27
36608-42314-AB,2019-08-14
79801-92482-DK,2003-03-13
66865-59265-AH,2017-04-07
94766-85287-AB,2017-06-04
56887-10686-MB,2010-12-24
25407-79675-BA,2015-01-25
44247-58109-MB,2017-04-18
74415-51052-AK,1978-02-25
39579-1622-AB,2019-07-03
62106-34395-LD,2011-07-12
54652-47297-FL,2016-07-22
60234-770-MI,1969-05-03
81087-48670-LK,2008-09-15
19252-76840-AM,2019-05-17
39935-56715-NE,2006-05-08
68080-9495-EB,2018-09-21
4436-32652-OB,2009-12-20
87734-86591-KO,2009-01-23
50372-53605-DK,2017-05-02
23621-322-FB,2008-04-29
21245-68530-JK,2018-09-22
51604-40454-FO,1980-07-10
57323-66690-DA,1969-07-23
98864-53918-OB,2019-05-17
93411-74911-OF,2018-08-30
964-34945-HM,2019-08-30
13958-71373-HG,1978-05-29
46255-77669-ED,2016-06-06
69967-28198-HB,2004-07-29
43538-43888-NJ,2018-12-09
47609-17275-KE,2003-07-05
22346-34262-GK,2017-08-19
30489-90364-DO,1998-06-11
84949-52971-IM,2015-01-20
66573-8250-II,1999-01-19
91322-27264-OB,2000-07-14
20884-60801-OJ,1995-10-20
28719-11876-OF,2009-09-21
70298-5273-BB,2016-09-04
21520-26613-IK,2019-08-19
1823-86352-IN,1984-02-18
51561-76652-BD,2013-09-07
29666-78439-ND,2002-02-23
10944-87991-BF,2019-03-21
41315-45763-BF,2014-01-08
54726-89693-EG,2018-03-02
50949-85915-BB,2006-07-15
7716-61486-JF,2018-08-30
13542-15030-KK,2015-10-07
13063-17372-KE,2018-05-05
95163-35488-FF,2015-12-10
67237-26490-IJ,2012-04-05
55412-97080-EE,2019-08-05
30365-33238-NM,2015-02-16
36457-81664-KE,1980-08-13
46989-16330-FN,2011-04-29
35494-63504-JF,2019-01-27
4620-98710-ED,2017-01-19
57515-14790-FB,2019-05-09
88306-62625-BE,2016-09-28
62101-99291-NB,1993-12-24
5065-33797-NJ,2014-06-27
37143-18955-OL,2010-05-01
95499-18583-GO,2016-12-21
93862-94025-KB,2017-07-11
89511-5920-AH,2018-03-17
79020-75614-MK,2008-01-26
59407-30623-BD,1992-10-13
14361-90709-EG,2012-10-22
44831-31260-EL,2000-08-15
44398-93423-MG,1975-03-15
35023-82461-KF,2019-06-11
71348-93443-KF,2019-08-26
89734-21243-LG,2018-08-29
83358-57381-FL,2019-07-21
57601-92623-JO,2019-02-10
73185-996-AN,2011-01-10
53549-22845-IB,2019-05-08
53654-35901-GM,2018-06-13
73917-63878-BA,1992-11-25
56930-92588-OO,2004-03-09
83639-11924-BE,2019-04-12
53659-11827-BM,2002-07-31
16784-25045-BI,2009-01-04
11075-18147-KN,2013-08-28
36091-50643-GH,2018-03-30
1854-62831-HH,2018-09-10
37660-579-EE,2008-05-19
42715-23284-BK,2006-01-08
96303-74856-BD,2012-03-24
99592-175-BO,1996-10-11
56999-51259-MK,2018-09-25
3980-89662-BH,1998-08-10
27355-33154-LG,2004-11-24
68613-68475-DK,2019-08-26
51080-55781-KN,1979-10-10
74102-33510-MG,2001-02-25
51846-59335-AK,1991-01-14
44203-73692-LF,2004-04-06
90352-76559-GD,1998-06-09
58186-54609-NB,2019-01-09
11636-56575-GK,2018-05-19
13149-40711-HB,2018-03-08
73091-51829-IG,2008-12-31
60381-17725-KL,2005-03-01
80470-55991-ND,1988-11-05
39996-41807-MO,1993-05-03
37215-25759-JL,2016-03-13
43584-25501-OL,2015-01-13
58520-54819-LE,2012-03-17
12625-2034-ED,2015-09-17
10532-79314-GB,2011-03-26
94494-93272-FN,2017-07-01
14152-45930-NO,2010-11-18
78047-58138-IN,2015-01-03
82761-36968-OA,1998-09-02
88989-94971-AB,2014-10-07
19244-62659-DD,2017-06-11
99730-59550-BH,2005-08-14
48144-37074-FB,2008-07-02
73734-846-KJ,2002-09-12
76009-54312-GA,2018-09-29
42666-41384-FO,2014-08-11
81669-96202-NI,2011-06-11
59728-31464-LL,1996-03-22
2401-30404-BK,2008-05-29
71362-9959-DE,2017-07-17
76446-97592-AD,2016-10-31
49545-42592-EN,2016-04-26
14989-34792-HD,2015-11-13
69091-27649-KF,1998-08-02
43163-76646-EK,2006-04-27
1051-70997-BG,2016-03-19
39670-11698-EN,2015-03-02
81396-45516-AO,2005-04-05
4794-15303-IL,2014-03-24
61548-10200-IB,2015-03-01
37322-79828-ON,2019-04-29
25774-49672-FG,2015-04-14
58178-20184-MB,2013-10-14
74305-30564-KB,2013-11-06
73955-25095-NH,1998-07-10
21612-82538-NF,2017-05-25
25155-48590-FG,2016-01-03
12999-36936-HA,2000-08-18
12010-2190-BL,2001-12-25
4212-439-LL,2011-12-22
50162-87843-DJ,2014-03-07
13826-84119-IB,2019-07-27
46749-65922-JA,2018-04-22
69918-32165-DF,1997-11-07
68164-55655-LK,2019-07-09
72267-85660-LL,2016-05-28
18786-4113-BL,2010-07-13
77751-73885-NI,2018-04-09
78622-37481-BA,2015-08-29
21572-36138-BA,2018-07-22
60641-26766-MN,2019-07-13
85381-40-IJ,2017-08-15
71313-21928-FF,2019-04-18
80713-31694-FO,2017-04-19
69414-14495-IL,1982-09-16
25768-21057-ND,2011-05-04
18671-66293-ED,1986-11-13
37188-96150-GF,2017-05-07
45593-89625-BG,2014-08-25
88758-81001-DI,2018-10-25
88505-54643-HN,2010-05-26
39710-28402-MM,2016-03-24
79474-88427-MO,2013-10-23
29064-92251-OL,2017-10-07
91379-81159-BI,1979-03-03
54890-84167-KB,2010-06-21
22631-42062-BA,2018-08-10
34061-23986-GH,1996-01-15
64218-67863-MN,2017-11-19
92166-55702-LG,2019-08-05
34920-52793-EE,1999-10-31
78475-41701-BK,2016-09-27
61807-47896-OB,2001-05-28
80384-24404-OO,2016-08-24
80278-44014-FN,2018-04-30
95676-43774-BL,1994-12-22
55220-33729-MB,2011-05-10
28520-27133-FL,2005-10-08
58266-81005-IB,2019-04-16
97453-40658-HF,2007-07-18
67735-1991-FH,2001-12-20
89972-76906-JI,2017-08-03
57190-53419-BD,2019-07-27
67726-30476-MB,2015-03-12
72572-20909-LM,1975-07-30
35425-98285-NK,2018-03-08
28045-74618-IB,2018-02-25
82824-61896-JO,2003-05-03
27062-52057-HH,2019-01-17
73473-47068-JI,2018-09-20
11073-69023-OB,2001-04-09
55635-5471-LF,2003-04-06
68751-9854-BM,2013-02-14
11861-23126-FF,2018-06-15
54008-5992-DJ,2014-12-12
63362-20678-AA,2018-07-31
40371-73003-KI,2017-08-30
30715-29701-ND,2018-12-24
32273-95676-MK,2015-09-13
17711-43998-BF,2015-01-05
34641-88597-FI,2010-08-06
59090-99635-OL,2010-07-02
69594-38310-KB,2008-04-20
95074-44895-FA,2008-07-19
96237-92770-BN,2016-08-04
54559-78128-BF,2010-03-18
93634-40067-BI,2016-11-09
50205-39277-MA,2016-07-08
68410-63029-BK,2012-09-22
66061-35068-NB,1991-10-03
84804-24062-AL,2017-07-29
77057-50879-AM,2004-12-30
3197-67445-OJ,2017-06-26
17882-93262-LO,2001-08-05
12235-52371-EH,2008-01-10
36917-70181-NE,2019-08-10
65731-56021-NM,2014-10-24
74684-74728-AB,2018-12-23
23439-10454-AM,2004-11-22
56403-4174-BA,1981-05-20
43821-79558-NI,2013-01-15
27416-57912-OO,2014-12-28
51111-4400-KN,2005-07-20
41799-36283-FL,2010-04-27
90407-81476-OK,2007-10-17
96837-61992-DM,2003-08-17
54139-46382-MK,2019-08-15
18904-82456-BD,2019-01-16
53017-48499-MJ,2015-11-16
58677-46796-ME,2016-10-21
41863-69220-IN,2012-08-29
52224-98029-DH,2019-08-05
90746-1944-BM,2018-10-24
45071-62279-ND,2016-08-30
96541-70475-HB,2016-04-02
73556-16133-GJ,2019-06-28
34856-14923-DL,1999-06-28
52871-79538-JK,2006-01-03
59528-17629-HF,2015-01-12
53069-73319-EF,2013-10-24
38639-11637-JB,2019-08-16
68933-36712-JK,2014-06-23
18677-73957-BN,2018-07-08
44550-54774-ID,1967-01-26
764-38271-FM,2012-01-02
56222-65771-OA,2019-04-16
11026-33917-NB,2017-02-12
3383-35443-BB,2016-12-02
68648-46691-MO,2016-11-06
47401-87004-IA,2017-08-09
53784-9690-GK,2008-05-26
72512-17718-ON,2012-08-01
22110-73275-NK,2011-03-21
51636-31237-HF,2017-09-09
4024-34818-LN,2019-08-23
15194-88968-BB,2014-09-30
10619-84428-BG,2017-01-21
61781-57580-DI,2014-04-18
68103-76204-LE,2002-01-03
76800-27078-KL,2018-05-31
75954-15145-MM,2019-08-19
35902-46931-MI,2016-11-25
9153-66109-HA,2013-12-01
12126-9507-JB,2010-11-24
90889-82045-KO,2016-06-28
98027-93462-JF,1988-06-17
42048-35496-BA,2008-03-22
18244-73075-FB,2018-09-15
63318-46666-NO,2015-04-15
63252-8297-MF,2018-01-26
79464-59622-NO,2011-11-22
43985-38729-GO,1995-08-22
20853-66131-AJ,2015-12-23
40563-92706-OI,2003-09-22
94366-52117-BE,2006-06-16
3425-99521-BL,2008-01-11
55484-86510-OF,2011-08-07
15300-22251-IB,2007-02-07
45973-81138-DF,2010-02-14
27424-29051-GM,2017-10-07
77376-67361-NH,2002-01-31
16252-73036-MB,2019-06-16
5033-97090-GF,2019-04-09
6371-36305-LI,2015-03-05
57406-60649-BL,2018-07-03
29672-31415-FL,1995-10-13
49589-63140-ID,1974-09-04
85678-57624-OM,2017-05-25
37311-87600-LB,2002-08-05
54127-16719-BB,1989-12-06
59177-54267-LO,2018-02-06
16080-18963-NK,2007-09-13
38330-25775-KI,2018-11-26
16283-24230-OK,2000-08-26
41528-18079-AB,2019-06-23
8191-64458-MG,2017-08-21
32784-92700-HB,2011-08-13
67006-13304-FM,2017-11-28
31890-78522-BB,2012-07-24
5972-72794-NH,2003-06-25
62774-12944-NH,2018-08-29
12560-17552-EK,1973-05-07
18541-5240-BK,2007-04-17
58652-68637-HI,2017-07-24
85141-48259-BJ,2014-05-27
85489-24737-JF,2016-03-24
70111-24523-GH,2011-12-28
35108-19882-AL,2006-08-27
75971-94208-BO,2019-03-31
17740-2791-BI,2018-08-03
50566-51396-GN,2006-08-29
12133-2478-BG,2015-12-27
26027-97527-DB,1988-03-26
60784-48194-DI,1999-05-10
62086-14501-BI,2019-01-31
94568-77440-KJ,2016-01-08
61793-80761-HN,2017-10-10
67928-68741-HJ,2019-05-30
16385-12919-KH,2001-04-21
1488-73432-DN,2019-08-05
56154-91356-HO,2008-05-15
