id,tipo_contenido,duración (días)
14959,audio,21
14960,video,52
14961,video,35
14963,spam,23
14967,video,26
14970,imagenes,78
14974,imagenes,34
14975,imagenes,66
14977,spam,2
14978,spam,27
14981,audio,24
14982,audio,90
14983,spam,36
14986,imagenes,48
14988,video,41
14989,imagenes,67
14992,spam,82
14995,video,29
14996,video,82
14997,imagenes,52
14998,spam,80
14999,video,78
15001,spam,84
15008,imagenes,5
15013,spam,25
15016,imagenes,20
15019,audio,24
15021,video,3
15022,spam,27
15023,imagenes,5
15024,spam,36
15028,spam,21
15029,audio,76
15031,audio,57
15033,imagenes,65
15035,imagenes,28
15037,spam,81
15038,video,44
15039,spam,15
15040,audio,40
15041,video,8
15043,video,87
15044,audio,84
15046,imagenes,31
15048,audio,15
15049,video,86
15051,audio,18
15055,imagenes,16
15056,video,12
15057,spam,12
15058,video,44
15061,imagenes,75
15062,spam,27
15071,imagenes,59
15073,spam,58
15075,video,19
15076,spam,25
15082,video,52
15085,video,55
15089,spam,1
15092,video,31
15094,imagenes,54
15096,imagenes,30
15097,spam,66
15100,video,83
15101,audio,82
15103,imagenes,20
15105,imagenes,70
15106,audio,78
15114,spam,48
15115,imagenes,61
15116,spam,74
15118,spam,35
15120,spam,27
15122,spam,68
15123,spam,51
15125,spam,22
15127,imagenes,72
15133,video,35
15135,video,63
15138,imagenes,21
15139,audio,24
15140,spam,29
15141,imagenes,19
15142,spam,87
15145,video,6
15146,audio,43
15147,spam,55
15148,video,7
15149,video,3
15151,video,69
15152,video,3
15154,imagenes,72
15155,imagenes,80
15156,imagenes,15
15157,spam,56
15159,spam,70
15161,video,65
15164,spam,88
15166,imagenes,40
15168,imagenes,61
15169,video,23
15171,audio,30
15172,imagenes,12
15176,video,80
15178,spam,76
15179,video,34
15183,video,53
15186,spam,88
15187,imagenes,71
15188,audio,16
15198,audio,31
15199,imagenes,52
15203,spam,53
15205,video,85
15206,imagenes,9
15207,spam,60
15210,spam,58
15211,audio,53
15213,video,44
15214,audio,22
15216,imagenes,47
15217,video,11
15218,spam,37
15221,spam,12
15222,video,17
15223,video,2
15226,spam,9
15227,video,4
15228,audio,8
15229,imagenes,90
15233,video,4
15234,audio,44
15235,audio,74
15237,spam,30
15238,video,41
15242,spam,41
15243,video,22
15244,spam,23
15251,imagenes,55
15252,spam,38
15253,audio,41
15255,video,87
15256,imagenes,35
15263,spam,23
15264,audio,32
15267,imagenes,63
15270,spam,77
15271,imagenes,58
15274,video,88
15275,spam,13
15276,imagenes,83
15277,spam,41
15278,imagenes,6
15279,video,36
15282,spam,48
15283,audio,10
15285,spam,27
15288,audio,65
15289,audio,45
15290,video,52
15295,audio,56
15297,spam,81
15299,spam,89
15300,spam,82
15301,audio,60
15304,audio,24
15305,imagenes,46
15312,video,45
15313,imagenes,42
15315,video,70
15318,imagenes,20
15319,audio,68
15322,audio,65
15323,spam,49
15325,spam,47
15328,imagenes,29
15329,video,72
15330,audio,44
15331,spam,11
15333,spam,55
15335,video,44
15336,spam,35
15337,imagenes,4
15342,imagenes,66
15343,imagenes,46
15344,audio,46
15346,audio,11
15347,spam,38
15348,spam,88
15356,imagenes,57
15357,audio,34
15359,spam,82
15360,video,72
15361,audio,6
15363,video,32
15364,imagenes,20
15365,audio,80
15366,spam,52
15367,imagenes,79
15368,imagenes,46
15369,audio,7
15370,imagenes,41
15371,spam,90
15372,spam,76
15373,video,79
15374,audio,72
15375,imagenes,90
15378,imagenes,64
15379,imagenes,60
15381,spam,16
15383,imagenes,17
15385,imagenes,49
15386,audio,51
15388,video,41
15390,spam,5
15394,audio,25
15395,spam,43
15398,audio,78
15400,spam,62
15401,spam,52
15404,spam,16
15405,video,27
15409,imagenes,12
15412,video,84
15413,audio,3
15416,spam,52
15420,audio,47
15421,imagenes,90
15422,spam,73
15423,audio,4
15425,audio,27
15430,audio,34
15431,imagenes,29
15433,audio,59
15434,video,39
15437,video,11
15439,spam,57
15442,video,13
15444,video,62
15445,video,13
15446,audio,69
15448,audio,22
15449,video,49
15450,audio,13
15455,audio,51
15456,imagenes,81
15459,imagenes,32
15462,imagenes,70
15464,spam,57
15465,audio,9
15466,spam,68
15468,spam,81
15469,video,85
15473,imagenes,1
15475,imagenes,30
15479,video,7
15480,audio,37
15481,video,27
15483,spam,82
15486,video,31
15487,audio,13
15488,audio,42
15489,video,2
15490,video,41
15493,spam,79
15496,video,38
15497,video,22
15502,audio,84
15503,audio,74
15506,video,88
15507,imagenes,49
15508,video,56
15509,audio,43
15510,imagenes,13
15516,audio,16
15517,spam,58
15519,audio,76
15520,video,23
15524,spam,76
15525,spam,20
15529,spam,11
15530,video,56
15535,spam,36
15538,spam,86
15539,imagenes,9
15540,video,10
15541,audio,53
15544,audio,68
15545,spam,4
15547,video,36
15548,spam,29
15552,audio,50
15554,video,21
15555,audio,23
15557,imagenes,14
15561,video,44
15562,video,71
15569,video,87
15571,imagenes,72
15572,imagenes,45
15575,video,81
15577,audio,11
15578,spam,85
15579,audio,60
15580,imagenes,59
15581,spam,52
15582,video,42
15583,imagenes,23
15584,video,84
15585,imagenes,9
15589,audio,18
15590,spam,85
15591,video,57
15592,spam,73
15593,video,81
15598,audio,31
15604,imagenes,84
15605,audio,24
15609,audio,75
15610,video,38
15611,audio,71
15614,imagenes,84
15615,audio,73
15617,audio,82
15618,video,34
15619,imagenes,55
15622,imagenes,62
15623,spam,77
15624,imagenes,58
15625,spam,41
15626,imagenes,67
15628,imagenes,36
15629,audio,25
15630,imagenes,83
15631,audio,67
15633,video,50
15634,video,10
15635,spam,32
15637,imagenes,81
15641,video,68
15642,spam,1
15650,imagenes,23
15651,spam,18
15652,spam,75
15658,spam,52
15666,audio,46
15667,imagenes,9
15669,video,30
15670,imagenes,21
15671,audio,59
15672,spam,46
15675,audio,54
15676,audio,24
15678,audio,57
15684,audio,32
15685,imagenes,16
15686,spam,62
15690,audio,21
15692,imagenes,74
15693,video,22
15698,spam,51
15700,spam,66
15701,audio,31
15702,imagenes,85
15704,spam,37
15705,spam,19
15706,audio,43
15709,spam,87
15710,spam,52
15711,spam,39
15712,spam,10
15715,imagenes,4
15716,audio,81
15720,imagenes,25
15725,audio,33
15727,audio,58
15734,video,5
15738,audio,68
15739,video,54
15740,audio,15
15742,video,28
15743,imagenes,58
15746,audio,39
15748,imagenes,82
15749,spam,88
15751,audio,53
15753,audio,59
15755,video,72
15756,video,90
15757,spam,48
15758,video,51
15759,video,57
15760,imagenes,23
15761,spam,60
15764,spam,20
15766,imagenes,88
15771,video,81
15772,video,54
15773,imagenes,19
15777,audio,7
15780,imagenes,7
15783,audio,47
15784,spam,25
15785,spam,51
15787,spam,44
15789,spam,50
15794,video,26
15796,video,75
15799,video,12
15801,imagenes,52
15802,audio,20
15804,audio,57
15805,video,56
15806,imagenes,45
15809,spam,22
15812,audio,46
15817,audio,52
15820,imagenes,10
15823,imagenes,59
15824,spam,83
15828,imagenes,71
15829,spam,66
15831,audio,63
15832,video,28
15833,audio,15
15834,spam,47
15835,video,79
15837,spam,82
15842,audio,43
15843,imagenes,46
15844,video,60
15845,video,11
15848,audio,39
15852,audio,76
15853,spam,90
15854,spam,64
15856,spam,71
15857,video,57
15859,video,86
15862,spam,54
15864,video,50
15865,video,43
15867,imagenes,2
15868,imagenes,19
15869,spam,49
15874,video,69
15875,video,17
15876,imagenes,6
15877,video,78
15878,spam,13
15880,audio,66
15882,spam,34
15883,imagenes,51
15885,spam,71
15886,video,5
15890,imagenes,32
15892,spam,45
15894,spam,6
15895,video,18
15898,spam,2
15899,audio,4
15902,audio,13
15903,imagenes,55
15904,imagenes,64
15907,audio,83
15908,imagenes,2
15910,audio,3
15914,video,36
15915,audio,12
15918,video,17
15925,audio,60
15926,spam,62
15927,audio,86
15929,spam,41
15930,imagenes,66
15932,audio,11
15934,video,59
15935,audio,69
15937,spam,9
15939,video,66
15942,audio,41
15947,imagenes,9
15948,imagenes,53
15949,video,38
15950,imagenes,52
15951,imagenes,50
15952,imagenes,43
15954,spam,55
15956,video,42
15959,audio,9
15961,video,64
15962,video,19
15963,imagenes,50
15966,audio,21
15969,video,20
15971,imagenes,57
15973,audio,18
15974,spam,73
15978,audio,22
15982,video,80
15984,spam,65
15985,spam,84
15988,spam,55
15992,audio,1
15993,spam,89
15995,audio,30
15996,audio,24
16001,video,85
16004,imagenes,6
16005,imagenes,28
16008,video,38
16010,video,34
16011,video,84
16012,spam,62
16017,spam,58
16024,spam,66
16027,spam,87
16029,audio,57
16031,imagenes,29
16032,spam,46
16037,imagenes,16
16038,video,73
16040,audio,53
16041,video,39
16042,spam,81
16044,imagenes,64
16046,spam,42
16047,audio,67
16053,video,32
16054,video,86
16057,imagenes,66
16060,video,1
16065,video,43
16067,audio,90
16068,spam,59
16069,imagenes,29
16070,spam,84
16073,audio,32
16074,spam,10
16076,video,11
16077,spam,61
16078,imagenes,85
16079,video,14
16080,imagenes,31
16081,video,77
16085,spam,44
16086,audio,63
16088,audio,80
16089,imagenes,36
16092,video,53
16093,video,11
16094,audio,87
16096,audio,64
16097,audio,44
16099,audio,29
16102,audio,5
16103,spam,56
16106,audio,80
16110,audio,9
16111,spam,42
16113,spam,18
16114,imagenes,15
16115,audio,60
16117,spam,83
16118,spam,71
16123,spam,16
16130,spam,55
16133,audio,24
16134,spam,66
16136,audio,27
16137,imagenes,52
16139,video,1
16149,spam,25
16150,video,40
16154,audio,63
16159,video,38
16161,spam,66
16162,spam,59
16163,spam,27
16166,imagenes,63
16167,imagenes,41
16168,spam,44
16169,audio,49
16170,imagenes,71
16171,video,77
16175,spam,69
16176,video,26
16179,imagenes,61
16180,video,74
16181,audio,44
16182,audio,3
16193,spam,52
16195,imagenes,5
16197,audio,35
16200,spam,64
16201,video,73
16210,spam,86
16211,audio,51
16216,video,2
16217,spam,32
16218,imagenes,70
16221,video,69
16222,imagenes,39
16223,spam,87
16224,audio,59
16225,spam,59
16228,audio,26
16229,video,87
16230,imagenes,75
16231,spam,74
16233,spam,67
16234,audio,49
16235,audio,25
16236,spam,54
16237,spam,32
16241,video,4
16242,imagenes,85
16249,audio,16
16250,video,63
16255,spam,31
16256,audio,22
16258,audio,22
16259,audio,29
16260,audio,30
16264,imagenes,41
16267,video,14
16268,spam,37
16276,spam,41
16277,audio,68
16282,audio,24
16283,spam,4
16285,video,32
16287,audio,88
16288,imagenes,82
16289,video,1
16291,spam,60
16293,spam,11
16295,audio,33
16296,audio,42
16300,imagenes,7
16303,video,7
16304,spam,76
16306,spam,82
16307,audio,52
16309,imagenes,79
16312,audio,82
16313,video,18
16314,video,73
16317,spam,6
16318,audio,11
16320,imagenes,30
16321,imagenes,40
16322,imagenes,46
16324,audio,43
16326,audio,80
16327,audio,85
16328,spam,17
16329,imagenes,5
16330,audio,36
16331,audio,11
16332,video,15
16338,audio,36
16344,spam,19
16345,imagenes,3
16346,imagenes,76
16347,video,54
16351,audio,19
16352,audio,70
16353,imagenes,18
16355,audio,16
16359,spam,73
16360,audio,38
16361,video,33
16362,spam,24
16363,audio,37
16365,video,83
16369,video,89
16370,video,65
16371,video,40
16372,imagenes,80
16373,spam,50
16376,imagenes,24
16378,video,7
16379,video,62
16382,spam,39
16384,spam,82
16386,spam,27
16387,audio,47
16390,video,21
16393,video,70
16395,spam,19
16396,imagenes,20
16398,video,65
16399,video,10
16400,spam,11
16402,audio,7
16403,spam,8
16404,video,42
16405,audio,2
16407,imagenes,10
16409,audio,83
16410,imagenes,25
16412,spam,90
16416,spam,7
16419,imagenes,1
16420,spam,4
16422,imagenes,55
16425,audio,29
16426,video,17
16430,audio,76
16432,spam,76
16434,imagenes,53
16435,audio,17
16442,imagenes,3
16443,audio,22
16444,imagenes,83
16445,video,51
16446,video,62
16447,imagenes,23
16449,spam,6
16451,video,23
16452,audio,72
16455,imagenes,21
16458,imagenes,9
16459,audio,11
16460,imagenes,43
16461,audio,62
16468,audio,18
16472,spam,72
16473,imagenes,52
16474,spam,89
16475,audio,16
16477,audio,58
16478,spam,9
16479,spam,36
16480,imagenes,76
16481,imagenes,72
16483,imagenes,15
16485,spam,35
16486,audio,7
16489,audio,20
16490,spam,35
16492,video,89
16495,audio,22
16496,audio,72
16497,spam,56
16498,video,87
16501,imagenes,11
16504,video,55
16506,imagenes,38
16507,imagenes,64
16513,spam,39
16515,video,51
16517,audio,38
16518,video,82
16519,imagenes,13
16520,spam,77
16521,audio,31
16522,video,67
16523,video,65
16524,spam,21
16525,audio,70
16528,imagenes,49
16529,imagenes,82
16531,video,45
16533,imagenes,27
16534,spam,73
16537,imagenes,11
16539,imagenes,46
16540,spam,40
16543,video,60
16544,audio,81
16545,spam,4
16546,audio,85
16548,audio,16
16549,audio,3
16552,imagenes,28
16554,audio,80
16555,audio,21
16556,imagenes,82
16557,spam,84
16558,video,80
16560,audio,10
16561,spam,70
16566,video,54
16568,spam,43
16569,audio,32
16570,audio,68
16572,spam,11
16575,spam,26
16578,video,53
16580,audio,57
16585,spam,19
16586,imagenes,13
16587,imagenes,49
16588,imagenes,82
16589,audio,68
16590,spam,67
16591,audio,34
16592,audio,35
16593,video,51
16594,imagenes,35
16603,video,74
16605,video,14
16611,audio,12
16612,imagenes,74
16614,spam,46
16615,video,89
16617,spam,55
16618,imagenes,69
16620,spam,54
16621,audio,52
16622,imagenes,87
16624,audio,22
16625,imagenes,74
16626,imagenes,77
16627,spam,5
16629,audio,83
16633,video,87
16635,imagenes,63
16636,audio,81
16637,video,37
16639,imagenes,31
16640,imagenes,58
16641,imagenes,46
16643,spam,68
16646,spam,38
16647,video,57
16648,imagenes,6
16649,spam,41
16650,imagenes,72
16652,audio,6
16653,imagenes,40
16655,audio,84
16656,audio,70
16659,audio,67
16660,video,78
16662,imagenes,14
16665,spam,21
16668,audio,25
16669,imagenes,20
16671,audio,48
16674,audio,59
16675,audio,42
16678,audio,12
16681,imagenes,86
16682,audio,88
16684,audio,36
16687,imagenes,81
16690,video,72
16694,video,67
16695,spam,86
16696,video,41
16698,imagenes,39
16703,audio,48
16704,imagenes,56
16708,video,5
16709,spam,43
16712,video,22
16714,imagenes,11
16715,imagenes,63
16718,spam,66
16720,imagenes,35
16721,audio,26
16722,video,23
16723,audio,88
16725,audio,88
16726,video,88
16728,video,51
16730,video,9
16731,video,35
16732,spam,29
16735,spam,53
16736,spam,30
16738,audio,5
16740,video,13
16741,imagenes,51
16744,imagenes,20
16745,video,8
16746,spam,4
16747,video,76
16749,spam,80
16753,video,26
16754,audio,18
16755,video,27
16757,video,28
16759,spam,24
16761,imagenes,32
16763,imagenes,56
16764,spam,48
16765,spam,21
16768,spam,62
16769,video,20
16770,imagenes,42
16772,imagenes,6
16773,spam,72
16776,audio,32
16777,video,79
16779,spam,57
16781,video,21
16783,audio,13
16785,video,81
16786,imagenes,44
16788,imagenes,30
16790,spam,4
16791,spam,26
16792,audio,59
16795,audio,64
16797,imagenes,82
16798,spam,6
16800,video,75
16801,imagenes,3
16802,imagenes,89
16803,audio,75
16811,audio,68
16813,video,71
16815,video,38
16820,imagenes,38
16821,video,43
16822,imagenes,60
16826,imagenes,50
16828,audio,19
16829,video,53
16830,audio,28
16831,audio,4
16834,imagenes,82
16838,audio,8
16839,imagenes,3
16840,video,73
16843,imagenes,77
16846,imagenes,40
16849,imagenes,9
16850,spam,25
16851,video,43
16852,imagenes,8
16854,audio,62
16857,audio,61
16861,spam,3
16863,video,14
16864,imagenes,54
16868,audio,17
16869,video,75
16872,imagenes,45
16874,video,68
16875,imagenes,27
16879,video,90
16881,audio,50
16883,spam,76
16886,video,64
16887,audio,9
16889,audio,12
16894,imagenes,41
16895,spam,56
16896,audio,64
16897,spam,86
16898,audio,80
16900,audio,78
16901,audio,25
16903,audio,19
16904,audio,89
16905,video,28
16908,audio,64
16910,imagenes,32
16914,audio,26
16917,imagenes,75
16920,audio,57
16922,imagenes,75
16924,audio,89
16925,audio,27
16926,spam,15
16928,spam,41
16929,spam,63
16930,imagenes,58
16933,spam,39
16934,spam,77
16936,spam,47
16948,imagenes,88
16950,spam,52
16952,audio,57
16953,audio,67
16955,spam,6
16956,video,12
16957,audio,22
16959,imagenes,45
16960,spam,63
16965,imagenes,49
16966,audio,81
16967,imagenes,60
16968,audio,14
16969,video,87
16971,imagenes,17
16972,spam,86
16973,imagenes,18
16974,video,55
16975,spam,19
16977,spam,16
16978,audio,24
16983,spam,35
16984,imagenes,17
16985,imagenes,80
16989,spam,84
16991,audio,18
16994,audio,81
16995,video,7
16996,audio,19
16997,spam,86
16999,video,9
17000,audio,1
17002,spam,18
17004,imagenes,82
17008,imagenes,81
17009,imagenes,41
17010,imagenes,85
17011,audio,38
17012,imagenes,6
17013,video,63
17021,audio,54
17023,imagenes,61
17024,imagenes,77
17026,imagenes,58
17028,spam,42
17030,audio,10
17031,imagenes,47
17033,spam,50
17034,spam,83
17037,spam,89
17042,imagenes,26
17043,imagenes,76
17044,audio,36
17048,video,1
17049,video,80
17050,imagenes,67
17053,video,43
17055,spam,87
17058,video,11
17061,imagenes,32
17062,audio,71
17063,imagenes,6
17065,spam,38
17067,spam,64
17070,video,3
17072,audio,37
17074,spam,34
17076,audio,78
17079,video,80
17080,audio,7
17082,spam,57
17083,spam,6
17084,spam,26
17085,video,45
17091,video,54
17092,spam,73
17093,video,49
17098,audio,45
17101,video,80
17103,imagenes,52
17105,video,82
17106,spam,33
17111,audio,8
17112,imagenes,81
17114,video,72
17117,spam,23
17119,imagenes,87
17121,spam,42
17125,imagenes,33
17128,video,32
17129,spam,60
17130,spam,67
17131,spam,87
17134,audio,68
17141,spam,12
17142,audio,58
17143,imagenes,77
17144,imagenes,11
17146,video,24
17147,audio,53
17148,audio,29
17150,video,70
17153,imagenes,48
17155,video,83
17157,audio,78
17163,audio,16
17165,audio,88
17166,video,18
17168,spam,58
17170,audio,23
17174,imagenes,21
17176,audio,78
17177,imagenes,57
17178,audio,6
17179,imagenes,84
17181,video,14
17186,imagenes,72
17188,video,49
17190,audio,38
17192,audio,61
17194,imagenes,29
17195,imagenes,53
17196,spam,34
17197,spam,25
17198,video,1
17199,audio,53
17206,imagenes,26
17208,video,51
17210,imagenes,33
17211,spam,13
17212,spam,58
17213,spam,40
17214,video,16
17216,video,65
17217,imagenes,10
17218,spam,42
17221,audio,81
17224,audio,48
17225,video,89
17226,spam,20
17227,audio,73
17231,audio,4
17235,imagenes,61
17236,audio,77
17237,video,64
17240,spam,30
17241,video,44
17248,imagenes,48
17249,video,30
17251,audio,4
17254,video,6
17255,imagenes,62
17256,spam,59
17260,spam,14
17261,spam,19
17263,spam,60
17265,video,60
17268,imagenes,68
17272,video,10
17273,spam,42
17278,spam,44
17279,audio,49
17283,imagenes,45
17285,audio,16
17287,audio,37
17289,imagenes,68
17295,video,79
17296,spam,24
17297,imagenes,8
17299,spam,13
17301,audio,8
17303,spam,73
17304,imagenes,7
17305,video,51
17307,video,59
17310,audio,8
17312,video,1
17313,audio,13
17317,audio,11
17323,imagenes,46
17324,imagenes,49
17325,audio,37
17328,imagenes,52
17329,spam,65
17336,audio,53
17337,audio,70
17342,imagenes,59
17345,spam,6
17346,video,67
17347,audio,17
17348,audio,60
17352,imagenes,27
17353,video,36
17356,imagenes,37
17357,spam,65
17358,audio,57
17359,imagenes,1
17360,audio,8
17362,spam,16
17364,imagenes,29
17365,spam,17
17366,video,58
17369,imagenes,53
17374,video,74
17377,spam,28
17379,spam,40
17386,spam,47
17387,spam,71
17388,spam,49
17390,spam,1
17395,audio,77
17396,spam,27
17397,video,73
17399,audio,56
17401,spam,29
17403,audio,11
17404,video,90
17405,spam,10
17406,audio,70
17409,audio,89
17410,spam,73
17413,spam,63
17415,spam,73
17417,video,61
17420,video,87
17422,imagenes,7
17424,video,12
17426,video,31
17432,spam,35
17433,audio,32
17436,spam,32
17437,spam,36
17438,spam,25
17440,video,12
17441,imagenes,87
17446,imagenes,83
17447,video,5
17449,imagenes,20
17453,spam,30
17455,video,81
17456,imagenes,56
17459,spam,14
17460,spam,79
17462,video,78
17463,spam,75
17465,audio,47
17466,video,42
17467,spam,78
17469,audio,4
17470,audio,77
17471,spam,39
17472,spam,72
17473,spam,16
17474,video,41
17475,spam,11
17477,spam,78
17478,imagenes,27
17479,imagenes,3
17480,imagenes,33
17481,video,21
17483,audio,54
17484,spam,67
17486,imagenes,14
17491,audio,65
17494,imagenes,30
17497,audio,84
17498,video,44
17499,spam,80
17500,spam,36
17502,audio,33
17503,imagenes,76
17504,spam,21
17509,imagenes,40
17513,spam,23
17518,imagenes,56
17522,imagenes,21
17525,video,50
17526,imagenes,77
17527,audio,90
17528,audio,84
17530,audio,84
17535,imagenes,36
17536,spam,55
17538,imagenes,34
17539,imagenes,54
17541,imagenes,10
17542,audio,83
17543,audio,84
17545,spam,14
17546,audio,68
17547,spam,81
17548,video,53
17555,video,15
17556,spam,59
17557,audio,69
17559,audio,7
17560,spam,68
17562,imagenes,40
17563,video,76
17564,video,86
17566,audio,22
17567,audio,69
17570,imagenes,37
17572,audio,16
17573,spam,79
17575,imagenes,53
17577,audio,13
17578,spam,3
17580,video,16
17581,audio,9
17583,video,80
17586,imagenes,86
17588,spam,34
17591,imagenes,83
17592,spam,78
17594,imagenes,82
17595,spam,57
17597,video,7
17601,imagenes,50
17605,audio,12
17606,spam,22
17607,audio,35
17609,spam,41
17610,spam,48
17614,video,22
17616,spam,71
17617,video,25
17619,video,73
17620,imagenes,57
17626,audio,19
17627,audio,18
17628,spam,61
17629,imagenes,57
17630,spam,41
17631,video,52
17632,video,74
17633,imagenes,3
17634,audio,35
17635,audio,25
17638,imagenes,4
17640,imagenes,46
17642,imagenes,43
17643,video,41
17645,imagenes,13
17647,imagenes,61
17648,spam,2
17652,video,18
17653,imagenes,4
17654,spam,7
17656,spam,85
17657,video,44
17658,imagenes,16
17659,video,68
17661,audio,49
17662,spam,16
17664,video,90
17666,imagenes,2
17668,video,85
17669,video,78
17670,audio,26
17671,spam,43
17672,imagenes,33
17673,spam,44
17677,imagenes,38
17679,video,8
17680,audio,33
17681,audio,14
17684,audio,64
17687,audio,38
17689,spam,83
17691,imagenes,83
17694,audio,9
17695,audio,14
17697,audio,59
17698,imagenes,51
17699,audio,72
17700,audio,7
17701,audio,86
17702,audio,63
17704,video,55
17707,audio,18
17708,video,4
17709,spam,81
17710,spam,58
17712,imagenes,67
17713,video,75
17716,imagenes,32
17718,video,26
17720,video,66
17721,audio,16
17722,video,82
17725,video,10
17727,audio,3
17729,spam,16
17732,spam,55
17734,video,19
17735,audio,70
17736,audio,14
17738,audio,24
17741,imagenes,9
17744,video,18
17746,spam,78
17749,imagenes,54
17750,imagenes,80
17752,video,3
17753,video,85
17754,spam,52
17756,imagenes,21
17757,spam,64
17759,video,36
17760,video,44
17761,spam,84
17762,video,4
17765,imagenes,17
17766,imagenes,40
17767,video,37
17774,audio,9
17777,spam,63
17778,imagenes,62
17779,video,44
17780,video,70
17782,spam,24
17783,audio,50
17784,spam,54
17785,spam,68
17790,audio,15
17791,video,50
17794,audio,87
17795,audio,48
17796,imagenes,6
17799,video,48
17801,imagenes,86
17803,spam,90
17804,imagenes,74
17805,spam,67
17806,video,44
17807,spam,37
17809,video,14
17810,audio,18
17811,audio,73
17812,video,83
17813,imagenes,65
17814,spam,31
17818,imagenes,21
17819,video,56
17820,imagenes,31
17821,spam,64
17822,audio,33
17825,imagenes,29
17828,video,21
17829,video,5
17837,audio,82
17838,imagenes,13
17841,spam,23
17843,spam,66
17844,spam,65
17850,video,46
17852,video,90
17854,imagenes,8
17856,spam,67
17860,imagenes,60
17861,audio,43
17862,audio,5
17863,audio,83
17865,imagenes,44
17867,imagenes,17
17868,audio,57
17873,video,66
17875,video,79
17876,audio,26
17877,imagenes,29
17882,spam,29
17883,video,60
17885,spam,6
17886,audio,7
17887,audio,54
17890,imagenes,68
17891,spam,1
17892,audio,41
17894,audio,23
17896,spam,53
17899,spam,13
17901,audio,75
17904,imagenes,17
17907,imagenes,46
17908,spam,65
17910,audio,66
17911,audio,14
17913,audio,35
17917,audio,37
17918,imagenes,37
17919,video,57
17922,spam,6
17924,spam,29
17925,imagenes,45
17926,imagenes,77
17932,spam,61
17934,video,82
17936,imagenes,38
17938,spam,71
17939,imagenes,61
17941,imagenes,7
17943,imagenes,55
17945,spam,53
17946,spam,88
17951,video,68
17953,audio,79
17954,audio,40
17955,audio,18
17958,audio,50
17960,video,15
17961,video,78
17962,imagenes,57
17963,imagenes,80
17966,spam,66
17969,imagenes,73
17970,imagenes,6
17971,audio,11
17972,imagenes,40
17973,audio,13
17974,imagenes,82
17975,audio,34
17976,video,70
17979,video,6
17982,spam,78
17985,imagenes,83
17988,video,21
17989,audio,66
17990,audio,90
17991,spam,8
17996,imagenes,20
17998,audio,41
18001,audio,28
18002,audio,79
18004,audio,33
18008,audio,49
18009,video,35
18010,video,74
18011,imagenes,14
18012,audio,53
18014,audio,20
18016,video,24
18017,imagenes,32
18018,imagenes,90
18019,video,14
18020,spam,35
18023,imagenes,34
18025,video,22
18026,imagenes,27
18028,imagenes,71
18029,imagenes,72
18031,video,86
18032,audio,71
18035,video,79
18046,video,77
18047,spam,73
18049,video,24
18050,imagenes,54
18051,spam,12
18052,imagenes,72
18054,imagenes,4
18055,audio,1
18056,imagenes,34
18060,imagenes,22
18063,video,37
18065,imagenes,23
18070,audio,83
18072,spam,61
18077,spam,42
18078,imagenes,24
18080,imagenes,22
18082,spam,5
18088,spam,22
18089,video,56
18092,spam,71
18093,imagenes,3
18094,imagenes,36
18095,imagenes,1
18096,video,31
18097,spam,2
18098,video,41
18099,audio,29
18101,imagenes,41
18102,imagenes,59
18104,video,74
18107,spam,81
18111,spam,62
18113,imagenes,7
18114,imagenes,20
18116,audio,90
18117,audio,69
18118,imagenes,1
18119,imagenes,15
18120,video,26
18121,audio,28
18122,imagenes,26
18123,video,56
18124,spam,84
18125,audio,85
18126,video,4
18128,spam,60
18129,audio,26
18130,spam,32
18131,imagenes,28
18132,audio,78
18136,video,31
18137,imagenes,73
18138,audio,51
18139,audio,57
18140,video,51
18141,spam,63
18143,spam,72
18147,imagenes,60
18148,imagenes,11
18149,video,33
18151,video,21
18153,imagenes,4
18158,spam,11
18161,spam,10
18163,video,76
18164,audio,12
18165,spam,76
18166,imagenes,55
18167,spam,66
18170,audio,68
18173,audio,78
18174,audio,35
18175,video,61
18177,imagenes,27
18180,audio,54
18181,imagenes,10
18185,audio,46
18189,spam,38
18190,video,68
18192,imagenes,27
18193,imagenes,49
18194,video,62
18195,video,71
18198,spam,3
18201,imagenes,35
18202,imagenes,53
18203,imagenes,79
18206,audio,53
18209,imagenes,69
18210,video,88
18211,audio,54
18213,spam,51
18217,audio,73
18218,imagenes,11
18219,imagenes,83
18220,spam,46
18226,audio,15
18227,video,60
18228,audio,67
18229,imagenes,86
18230,audio,32
18231,audio,33
18233,spam,75
18235,audio,39
18236,video,37
18238,spam,28
18239,audio,22
18240,spam,67
18241,audio,18
18242,spam,4
18244,imagenes,61
18245,spam,11
18246,video,16
18248,spam,89
18249,spam,4
18251,spam,26
18252,video,2
18253,imagenes,49
18254,spam,47
18256,spam,45
18258,audio,47
18260,imagenes,80
18262,spam,88
18268,imagenes,64
18270,imagenes,22
18271,imagenes,10
18272,imagenes,17
18273,imagenes,55
18274,imagenes,4
18275,spam,9
18276,spam,73
18277,spam,68
18279,audio,49
18282,video,49
18283,imagenes,19
18284,audio,47
18286,spam,23
18287,audio,40
18288,spam,21
18293,imagenes,78
18294,video,53
18295,imagenes,1
18296,imagenes,88
18297,video,19
18298,video,14
18299,audio,40
18301,spam,9
18302,spam,59
18303,audio,59
18304,audio,64
18306,audio,14
18307,imagenes,89
18308,video,17
18310,imagenes,29
18311,video,13
18312,spam,75
18314,video,45
